external_question_id,specialty_raw,normalized_specialty_slug,normalized_specialty_title,topic_raw,normalized_topic_label,normalized_topic_slug,mapped_specialty_slug,mapped_curriculum_node_slug,canonical_topic_node_id,mapping_confidence,needs_review,review_reason,suggested_action,mapping_method,review_override_reason,review_group_key,row_number
OBQ14-3,Knee & Sports,knee-sports,Knee & Sports,Snapping Hip (Coxa Saltans),Snapping Hip (Coxa Saltans),snapping-hip-coxa-saltans,knee-sports,knee-sports-snapping-hip-coxa-saltans,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::snapping-hip-coxa-saltans::accepted,2828
OBQ14-30,Recon,recon,Recon,Prosthetic Joint Infection,Prosthetic Joint Infection,prosthetic-joint-infection,recon,recon-prosthetic-joint-infection,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::prosthetic-joint-infection::accepted,2829
OBQ14-31,Foot & Ankle,foot-ankle,Foot & Ankle,Ankle Ligaments,Ankle Ligaments,ankle-ligaments,foot-ankle,foot-ankle-ankle-ligaments,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::ankle-ligaments::accepted,2830
OBQ14-32,Trauma,trauma,Trauma,Femoral Neck Fractures,Femoral Neck Fractures,femoral-neck-fractures,trauma,trauma-femoral-neck-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::femoral-neck-fractures::accepted,2831
OBQ14-33,Hand,hand,Hand,Congenital Trigger Thumb,Congenital Trigger Thumb,congenital-trigger-thumb,hand,hand-congenital-trigger-thumb,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::congenital-trigger-thumb::accepted,2832
OBQ14-34,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Glenohumeral Internal Rotation Deficit (GIRD),Glenohumeral Internal Rotation Deficit (GIRD),glenohumeral-internal-rotation-deficit-gird,shoulder-elbow,shoulder-elbow-glenohumeral-internal-rotation-deficit-gird,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::glenohumeral-internal-rotation-deficit-gird::accepted,2833
OBQ14-35,Spine,spine,Spine,Degenerative Spondylolisthesis,Degenerative Spondylolisthesis,degenerative-spondylolisthesis,spine,spine-degenerative-spondylolisthesis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::degenerative-spondylolisthesis::accepted,2834
OBQ14-36,Knee & Sports,knee-sports,Knee & Sports,Quadriceps Contusion,Quadriceps Contusion,quadriceps-contusion,knee-sports,knee-sports-quadriceps-contusion,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::quadriceps-contusion::accepted,2835
OBQ14-38,Spine,spine,Spine,Adolescent Idiopathic Scoliosis,Adolescent Idiopathic Scoliosis,adolescent-idiopathic-scoliosis,spine,spine-adolescent-idiopathic-scoliosis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::adolescent-idiopathic-scoliosis::accepted,2836
OBQ14-39,Hand,hand,Hand,Trigger Finger,Trigger Finger,trigger-finger,hand,hand-trigger-finger,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::trigger-finger::accepted,2837
OBQ14-4,Pathology,pathology,Pathology,Liposarcoma,Liposarcoma,liposarcoma,pathology,pathology-liposarcoma,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::liposarcoma::accepted,2838
OBQ14-40,Trauma,trauma,Trauma,Radius and Ulnar Shaft Fractures,Radius and Ulnar Shaft Fractures,radius-and-ulnar-shaft-fractures,trauma,trauma-radius-and-ulnar-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::radius-and-ulnar-shaft-fractures::accepted,2839
OBQ14-41,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Reverse Shoulder Arthroplasty,Reverse Shoulder Arthroplasty,reverse-shoulder-arthroplasty,shoulder-elbow,shoulder-elbow-reverse-shoulder-arthroplasty,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::reverse-shoulder-arthroplasty::accepted,2840
OBQ14-42,Knee & Sports,knee-sports,Knee & Sports,ACL Tear,ACL Tear,acl-tear,knee-sports,knee-sports-acl-tear,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::acl-tear::accepted,2841
OBQ14-43,Pediatrics,pediatrics,Pediatrics,"Obstetric Brachial Plexopathy (Erb's, Klumpke's Palsy)","Obstetric Brachial Plexopathy (Erb's, Klumpke's Palsy)",obstetric-brachial-plexopathy-erb-s-klumpke-s-palsy,pediatrics,pediatrics-obstetric-brachial-plexopathy-erb-s-klumpke-s-palsy,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::obstetric-brachial-plexopathy-erb-s-klumpke-s-palsy::accepted,2842
OBQ14-44,Recon,recon,Recon,THA Templating,THA Templating,tha-templating,recon,recon-tha-templating,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-templating::accepted,2843
OBQ14-45,Spine,spine,Spine,Spinal Cord Injuries,Spinal Cord Injuries,spinal-cord-injuries,spine,spine-spinal-cord-injuries,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::spinal-cord-injuries::accepted,2844
OBQ14-46,Foot & Ankle,foot-ankle,Foot & Ankle,Synovitis 2nd MTP,Synovitis 2nd MTP,synovitis-2nd-mtp,foot-ankle,foot-ankle-synovitis-2nd-mtp,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::synovitis-2nd-mtp::accepted,2845
OBQ14-47,Pathology,pathology,Pathology,Metastatic Disease Extremity,Metastatic Disease Extremity,metastatic-disease-extremity,pathology,pathology-metastatic-disease-extremity,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::metastatic-disease-extremity::accepted,2846
OBQ14-48,Foot & Ankle,foot-ankle,Foot & Ankle,Lisfranc Injury,Lisfranc Injury,lisfranc-injury,foot-ankle,foot-ankle-lisfranc-injury,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::lisfranc-injury::accepted,2847
OBQ14-49,Pathology,pathology,Pathology,Unicameral Bone Cyst,Unicameral Bone Cyst,unicameral-bone-cyst,pathology,pathology-unicameral-bone-cyst,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::unicameral-bone-cyst::accepted,2848
OBQ14-5,Basic Science,basic-science,Basic Science,General and Regional Anesthesia in Orthopaedics,General and Regional Anesthesia in Orthopaedics,general-and-regional-anesthesia-in-orthopaedics,basic-science,basic-science-general-and-regional-anesthesia-in-orthopaedics,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::general-and-regional-anesthesia-in-orthopaedics::accepted,2849
OBQ14-50.1,Recon,recon,Recon,Prosthetic Joint Infection,Prosthetic Joint Infection,prosthetic-joint-infection,recon,recon-prosthetic-joint-infection,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::prosthetic-joint-infection::accepted,2850
OBQ14-50.2,Recon,recon,Recon,Prosthetic Joint Infection,Prosthetic Joint Infection,prosthetic-joint-infection,recon,recon-prosthetic-joint-infection,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::prosthetic-joint-infection::accepted,2851
OBQ14-51,Knee & Sports,knee-sports,Knee & Sports,ACL Tear,ACL Tear,acl-tear,knee-sports,knee-sports-acl-tear,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::acl-tear::accepted,2852
OBQ14-52,Knee & Sports,knee-sports,Knee & Sports,Exercise Science,Exercise Science,exercise-science,knee-sports,knee-sports-exercise-science,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::exercise-science::accepted,2853
OBQ14-53,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Reverse Shoulder Arthroplasty,Reverse Shoulder Arthroplasty,reverse-shoulder-arthroplasty,shoulder-elbow,shoulder-elbow-reverse-shoulder-arthroplasty,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::reverse-shoulder-arthroplasty::accepted,2854
OBQ14-54,Foot & Ankle,foot-ankle,Foot & Ankle,Diabetic Charcot Neuropathy,Diabetic Charcot Neuropathy,diabetic-charcot-neuropathy,foot-ankle,foot-ankle-diabetic-charcot-neuropathy,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::diabetic-charcot-neuropathy::accepted,2855
OBQ14-55,Spine,spine,Spine,Spinal Cord Injuries,Spinal Cord Injuries,spinal-cord-injuries,spine,spine-spinal-cord-injuries,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::spinal-cord-injuries::accepted,2856
OBQ14-56,Pediatrics,pediatrics,Pediatrics,Hip Septic Arthritis - Pediatric,Hip Septic Arthritis - Pediatric,hip-septic-arthritis-pediatric,pediatrics,pediatrics-hip-septic-arthritis-pediatric,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::hip-septic-arthritis-pediatric::accepted,2857
OBQ14-57,Trauma,trauma,Trauma,"Evaluation, Resuscitation & DCO","Evaluation, Resuscitation & DCO",evaluation-resuscitation-and-dco,trauma,trauma-evaluation-resuscitation-and-dco,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::evaluation-resuscitation-and-dco::accepted,2858
OBQ14-58,Hand,hand,Hand,Extremity Flap Reconstruction,Extremity Flap Reconstruction,extremity-flap-reconstruction,hand,hand-extremity-flap-reconstruction,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::extremity-flap-reconstruction::accepted,2859
OBQ14-59,Recon,recon,Recon,TKA Revision,TKA Revision,tka-revision,recon,recon-tka-revision,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-revision::accepted,2860
OBQ14-6,Trauma,trauma,Trauma,Femoral Shaft Fractures,Femoral Shaft Fractures,femoral-shaft-fractures,trauma,trauma-femoral-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::femoral-shaft-fractures::accepted,2861
OBQ14-60,Pathology,pathology,Pathology,Biopsy Principles,Biopsy Principles,biopsy-principles,pathology,pathology-biopsy-principles,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::biopsy-principles::accepted,2862
OBQ14-61,Spine,spine,Spine,Intervertebral Disc,Intervertebral Disc,intervertebral-disc,spine,spine-intervertebral-disc,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::intervertebral-disc::accepted,2863
OBQ14-62,Hand,hand,Hand,Congenital Radial Ulnar Synostosis,Congenital Radial Ulnar Synostosis,congenital-radial-ulnar-synostosis,hand,hand-congenital-radial-ulnar-synostosis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::congenital-radial-ulnar-synostosis::accepted,2864
OBQ14-63,Trauma,trauma,Trauma,Femoral Shaft Fractures,Femoral Shaft Fractures,femoral-shaft-fractures,trauma,trauma-femoral-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::femoral-shaft-fractures::accepted,2865
OBQ14-64,Pediatrics,pediatrics,Pediatrics,Fibular Deficiency (anteromedial bowing),Fibular Deficiency (anteromedial bowing),fibular-deficiency-anteromedial-bowing,pediatrics,pediatrics-fibular-deficiency-anteromedial-bowing,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::fibular-deficiency-anteromedial-bowing::accepted,2866
OBQ14-65,Hand,hand,Hand,Flexor Tendon Injuries,Flexor Tendon Injuries,flexor-tendon-injuries,hand,hand-flexor-tendon-injuries,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::flexor-tendon-injuries::accepted,2867
OBQ14-66,Trauma,trauma,Trauma,Terrible Triad Injury Elbow,Terrible Triad Injury Elbow,terrible-triad-injury-elbow,trauma,trauma-terrible-triad-injury-elbow,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::terrible-triad-injury-elbow::accepted,2868
OBQ14-67,Basic Science,basic-science,Basic Science,Statistic Definitions,Statistic Definitions,statistic-definitions,basic-science,basic-science-statistic-definitions,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::statistic-definitions::accepted,2869
OBQ14-68,Spine,spine,Spine,Synovial Facet Cyst,Synovial Facet Cyst,synovial-facet-cyst,spine,spine-synovial-facet-cyst,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::synovial-facet-cyst::accepted,2870
OBQ14-69,Foot & Ankle,foot-ankle,Foot & Ankle,Ankle Arthritis,Ankle Arthritis,ankle-arthritis,foot-ankle,foot-ankle-ankle-arthritis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::ankle-arthritis::accepted,2871
OBQ14-7,Spine,spine,Spine,Ankylosing Spondylitis,Ankylosing Spondylitis,ankylosing-spondylitis,spine,spine-ankylosing-spondylitis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::ankylosing-spondylitis::accepted,2872
OBQ14-70,Pediatrics,pediatrics,Pediatrics,Duchenne Muscular Dystrophy,Duchenne Muscular Dystrophy,duchenne-muscular-dystrophy,pediatrics,pediatrics-duchenne-muscular-dystrophy,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::duchenne-muscular-dystrophy::accepted,2873
OBQ14-71,Pathology,pathology,Pathology,Neurilemmoma,Neurilemmoma,neurilemmoma,pathology,pathology-neurilemmoma,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::neurilemmoma::accepted,2874
OBQ14-72,Basic Science,basic-science,Basic Science,Bone Cells,Bone Cells,bone-cells,basic-science,basic-science-bone-cells,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::bone-cells::accepted,2875
OBQ14-73,Trauma,trauma,Trauma,Patella Fracture,Patella Fracture,patella-fracture,trauma,trauma-patella-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::patella-fracture::accepted,2876
OBQ14-74,Knee & Sports,knee-sports,Knee & Sports,Discoid Meniscus,Discoid Meniscus,discoid-meniscus,knee-sports,knee-sports-discoid-meniscus,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::discoid-meniscus::accepted,2877
OBQ14-75,Hand,hand,Hand,Hypothenar Hammer Syndrome,Hypothenar Hammer Syndrome,hypothenar-hammer-syndrome,hand,hand-hypothenar-hammer-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::hypothenar-hammer-syndrome::accepted,2878
OBQ14-76,Recon,recon,Recon,THA Dislocation,THA Dislocation,tha-dislocation,recon,recon-tha-dislocation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-dislocation::accepted,2879
OBQ14-77,Spine,spine,Spine,Ankylosing Spondylitis,Ankylosing Spondylitis,ankylosing-spondylitis,spine,spine-ankylosing-spondylitis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::ankylosing-spondylitis::accepted,2880
OBQ14-78,Trauma,trauma,Trauma,Knee Dislocation,Knee Dislocation,knee-dislocation,trauma,trauma-knee-dislocation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::knee-dislocation::accepted,2881
OBQ14-79,Pathology,pathology,Pathology,Adamantinoma,Adamantinoma,adamantinoma,pathology,pathology-adamantinoma,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::adamantinoma::accepted,2882
OBQ14-8,Trauma,trauma,Trauma,Brachial Plexus Injuries,Brachial Plexus Injuries,brachial-plexus-injuries,trauma,trauma-brachial-plexus-injuries,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::brachial-plexus-injuries::accepted,2883
OBQ14-80,Foot & Ankle,foot-ankle,Foot & Ankle,Leg Nerve Entrapment Syndromes,Leg Nerve Entrapment Syndromes,leg-nerve-entrapment-syndromes,foot-ankle,foot-ankle-leg-nerve-entrapment-syndromes,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::leg-nerve-entrapment-syndromes::accepted,2884
OBQ14-81,Knee & Sports,knee-sports,Knee & Sports,Anterior Superior Iliac Spine (ASIS) Avulsion,Anterior Superior Iliac Spine (ASIS) Avulsion,anterior-superior-iliac-spine-asis-avulsion,knee-sports,knee-sports-anterior-superior-iliac-spine-asis-avulsion,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::anterior-superior-iliac-spine-asis-avulsion::accepted,2885
OBQ14-82,Trauma,trauma,Trauma,"Evaluation, Resuscitation & DCO","Evaluation, Resuscitation & DCO",evaluation-resuscitation-and-dco,trauma,trauma-evaluation-resuscitation-and-dco,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::evaluation-resuscitation-and-dco::accepted,2886
OBQ14-83,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Rotator Cuff Tears,Rotator Cuff Tears,rotator-cuff-tears,shoulder-elbow,shoulder-elbow-rotator-cuff-tears,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::rotator-cuff-tears::accepted,2887
OBQ14-84,Pathology,pathology,Pathology,Synovial Sarcoma,Synovial Sarcoma,synovial-sarcoma,pathology,pathology-synovial-sarcoma,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::synovial-sarcoma::accepted,2888
OBQ14-85,Trauma,trauma,Trauma,Elbow Dislocation,Elbow Dislocation,elbow-dislocation,trauma,trauma-elbow-dislocation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::elbow-dislocation::accepted,2889
OBQ14-86,Pediatrics,pediatrics,Pediatrics,Tibial Eminence Fracture,Tibial Eminence Fracture,tibial-eminence-fracture,pediatrics,pediatrics-tibial-eminence-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::tibial-eminence-fracture::accepted,2890
OBQ14-87,Basic Science,basic-science,Basic Science,Bone Cells,Bone Cells,bone-cells,basic-science,basic-science-bone-cells,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::bone-cells::accepted,2891
OBQ14-89,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Scapular Winging,Scapular Winging,scapular-winging,shoulder-elbow,shoulder-elbow-scapular-winging,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::scapular-winging::accepted,2892
OBQ14-9,Basic Science,basic-science,Basic Science,Embryology,Embryology,embryology,basic-science,basic-science-embryology,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::embryology::accepted,2893
OBQ14-90,Pathology,pathology,Pathology,Giant Cell Tumor,Giant Cell Tumor,giant-cell-tumor,pathology,pathology-giant-cell-tumor,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::giant-cell-tumor::accepted,2894
OBQ14-91,Recon,recon,Recon,TKA Periprosthetic Fracture,TKA Periprosthetic Fracture,tka-periprosthetic-fracture,recon,recon-tka-periprosthetic-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-periprosthetic-fracture::accepted,2895
OBQ14-92,Pediatrics,pediatrics,Pediatrics,Tibial Tubercle Fracture,Tibial Tubercle Fracture,tibial-tubercle-fracture,pediatrics,pediatrics-tibial-tubercle-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::tibial-tubercle-fracture::accepted,2896
OBQ14-93,Trauma,trauma,Trauma,Ankle Fractures,Ankle Fractures,ankle-fractures,trauma,trauma-ankle-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::ankle-fractures::accepted,2897
OBQ14-94,Spine,spine,Spine,Traumatic Spondylolisthesis Axis (Hangman's Fracture),Traumatic Spondylolisthesis Axis (Hangman's Fracture),traumatic-spondylolisthesis-axis-hangman-s-fracture,spine,spine-traumatic-spondylolisthesis-axis-hangman-s-fracture,,0.980,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::traumatic-spondylolisthesis-axis-hangman-s-fracture::accepted,2898
OBQ14-95,Pediatrics,pediatrics,Pediatrics,Pediatric Abuse,Pediatric Abuse,pediatric-abuse,pediatrics,pediatrics-pediatric-abuse,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::pediatric-abuse::accepted,2899
